pedido_id,id_cliente,id_produto,data_pedido,id_vendedor,quantidade,valor_frete,total_pedido,municipio,estado,regiao
4578,974,SKU-006,2026-05-14,4,3,24.87,3134.1,Sorocaba,SP,Sudeste
4579,408,SKU-221,2025-01-14,10,3,26.9,5355.6,Salvador,BA,Nordeste
4580,884,SKU-236,2025-10-04,9,2,20.74,1272.32,Campos dos Goytacazes,RJ,Sudeste
4581,91,SKU-040,2025-12-06,12,4,19.76,4595.44,Rio de Janeiro,RJ,Sudeste
4582,392,SKU-048,2026-04-24,14,3,33.6,3665.82,Rio de Janeiro,RJ,Sudeste
4583,1323,SKU-150,2025-03-23,12,3,27.23,3422.67,Sobradinho,DF,Centro-Oeste
4584,1060,SKU-225,2025-03-28,5,3,15.19,7682.79,Cabo Frio,RJ,Sudeste
4585,541,SKU-184,2026-01-12,11,2,23.68,5105.74,Ponta Grossa,PR,Sul
4586,164,SKU-036,2025-04-09,3,4,10.95,1517.92,Coari,AM,Norte
4587,116,SKU-135,2026-05-07,1,2,22.0,3862.4,Santos,SP,Sudeste
4588,1197,SKU-159,2025-03-19,13,4,34.67,9378.16,Paulista,PE,Nordeste
4589,23,SKU-166,2025-09-07,14,3,9.37,8920.05,Foz do Iguacu,PR,Sul
4590,375,SKU-193,2025-04-24,3,2,8.2,4955.7,Porto Seguro,BA,Nordeste
4591,793,SKU-059,2025-03-04,14,2,6.81,4022.46,Betim,MG,Sudeste
4592,10,SKU-005,2025-01-16,7,1,8.39,1050.06,Duque de Caxias,RJ,Sudeste
4593,149,SKU-079,2025-07-09,9,1,13.46,2316.63,Quixada,CE,Nordeste
4594,702,SKU-174,2025-01-29,12,3,15.07,8757.3,Taguatinga,DF,Centro-Oeste
4595,34,SKU-123,2026-05-01,1,1,33.27,1246.11,Governador Valadares,MG,Sudeste
4596,834,SKU-145,2026-04-23,10,4,23.69,10398.56,Itapipoca,CE,Nordeste
4597,824,SKU-133,2026-04-06,11,2,15.55,5178.42,Aguas Claras,DF,Centro-Oeste
4598,922,SKU-020,2025-03-07,13,2,15.43,1163.14,Iguatu,CE,Nordeste
4599,138,SKU-160,2026-01-25,4,4,10.04,11203.4,Iguatu,CE,Nordeste
4600,81,SKU-106,2026-06-03,15,1,33.37,476.65,Caucaia,CE,Nordeste
4601,23,SKU-222,2025-10-17,3,4,14.43,3499.68,Vitoria da Conquista,BA,Nordeste
4602,6,SKU-017,2025-05-28,3,4,29.44,1834.96,Ribeirao Preto,SP,Sudeste
4603,32,SKU-180,2026-01-14,13,2,12.06,1924.9,Contagem,MG,Sudeste
4604,471,SKU-207,2025-11-08,7,2,11.37,2381.32,Jaboatao dos Guararapes,PE,Nordeste
4605,1456,SKU-190,2026-04-28,8,3,25.35,5186.49,Serra Talhada,PE,Nordeste
4606,5,SKU-030,2025-04-25,6,3,31.93,3474.48,Niteroi,RJ,Sudeste
4607,381,SKU-232,2026-04-10,8,2,12.2,3390.88,Sao Jose dos Campos,SP,Sudeste
4608,27,SKU-166,2026-01-13,3,4,5.31,11893.4,Petrolina,PE,Nordeste
4609,76,SKU-223,2025-07-02,12,3,15.17,7481.31,Autazes,AM,Norte
4610,1443,SKU-183,2026-01-21,11,2,18.38,5571.34,Paranagua,PR,Sul
4611,470,SKU-089,2025-01-27,2,1,15.71,1715.34,Caucaia,CE,Nordeste
4612,1191,SKU-210,2026-05-25,1,3,23.96,1274.16,Curitiba,PR,Sul
4613,44,SKU-125,2025-09-24,8,3,10.1,4972.14,Ponta Grossa,PR,Sul
4614,567,SKU-053,2026-02-20,5,4,17.83,8990.12,Ribeirao Preto,SP,Sudeste
4615,450,SKU-102,2026-04-15,7,1,8.59,1840.53,Parintins,AM,Norte
4616,11,SKU-044,2026-05-17,8,4,24.34,6014.2,Paranagua,PR,Sul
4617,137,SKU-107,2026-03-25,15,3,16.25,4912.68,Ipatinga,MG,Sudeste
4618,93,SKU-063,2025-04-15,14,1,14.53,2615.89,Crato,CE,Nordeste
4619,134,SKU-210,2025-08-07,11,3,13.32,1274.16,Juazeiro,BA,Nordeste
4620,302,SKU-117,2025-01-31,15,4,23.03,4256.96,Guarulhos,SP,Sudeste
4621,307,SKU-015,2025-11-13,1,3,15.12,5827.17,Porto Alegre,RS,Sul
4622,12,SKU-051,2025-04-17,6,3,8.13,685.35,Juazeiro do Norte,CE,Nordeste
4623,532,SKU-028,2025-07-07,1,3,16.46,3475.5,Betim,MG,Sudeste
4624,215,SKU-088,2025-06-16,8,3,30.54,8418.63,Angra dos Reis,RJ,Sudeste
4625,137,SKU-137,2025-12-30,15,4,14.62,9080.6,Petrolina,PE,Nordeste
4626,44,SKU-226,2025-10-04,12,2,18.13,1636.28,Pocos de Caldas,MG,Sudeste
4627,34,SKU-040,2025-01-25,1,2,8.82,2297.72,Londrina,PR,Sul
4628,277,SKU-232,2026-02-20,3,1,18.73,1695.44,Paulista,PE,Nordeste
4629,777,SKU-245,2025-04-20,10,3,20.41,8920.83,Recife,PE,Nordeste
4630,268,SKU-244,2025-08-26,10,4,10.11,2048.04,Sao Paulo,SP,Sudeste
4631,96,SKU-042,2025-05-01,13,3,16.69,6333.96,Samambaia,DF,Centro-Oeste
4632,57,SKU-096,2025-01-02,15,4,26.85,5226.04,Sao Bernardo do Campo,SP,Sudeste
4633,499,SKU-234,2025-04-27,5,3,32.46,274.35,Coari,AM,Norte
4634,685,SKU-033,2025-08-11,2,4,12.5,10369.08,Londrina,PR,Sul
4635,1235,SKU-007,2025-02-04,8,2,6.0,4804.48,Aguas Claras,DF,Centro-Oeste
4636,259,SKU-009,2025-11-01,4,1,33.43,1645.67,Olinda,PE,Nordeste
4637,1345,SKU-025,2026-01-07,2,1,25.9,979.31,Crato,CE,Nordeste
4638,558,SKU-122,2025-07-03,6,4,5.82,1802.6,Tefe,AM,Norte
4639,93,SKU-244,2025-10-05,1,2,13.11,1024.02,Juiz de Fora,MG,Sudeste
4640,382,SKU-012,2025-10-21,8,2,7.36,5028.62,Guarulhos,SP,Sudeste
4641,51,SKU-037,2026-04-23,15,3,23.54,7695.18,Gama,DF,Centro-Oeste
4642,399,SKU-050,2026-02-14,12,4,32.97,7959.16,Pocos de Caldas,MG,Sudeste
4643,251,SKU-022,2026-05-13,8,4,34.53,4907.64,Caninde,CE,Nordeste
4644,1372,SKU-232,2026-05-30,1,1,8.54,1695.44,Nova Iguacu,RJ,Sudeste
4645,653,SKU-045,2025-06-04,3,2,20.89,3179.54,Vitoria da Conquista,BA,Nordeste
4646,76,SKU-127,2025-12-10,7,1,13.09,2325.32,Manaus,AM,Norte
4647,653,SKU-162,2025-07-11,9,3,13.36,5586.36,Aguas Claras,DF,Centro-Oeste
4648,105,SKU-009,2025-10-13,2,1,32.79,1645.67,Governador Valadares,MG,Sudeste
4649,249,SKU-191,2026-01-11,10,3,23.93,980.73,Ipatinga,MG,Sudeste
4650,103,SKU-169,2026-04-26,2,1,8.97,2191.93,Guarapuava,PR,Sul
4651,835,SKU-157,2025-02-05,1,3,19.21,5629.98,Jaboatao dos Guararapes,PE,Nordeste
4652,41,SKU-157,2026-03-14,12,3,12.91,5629.98,Teresopolis,RJ,Sudeste
4653,6,SKU-204,2025-09-29,10,2,19.68,1960.5,Santos,SP,Sudeste
4654,667,SKU-118,2025-02-03,13,3,5.32,1498.65,Porto Seguro,BA,Nordeste
4655,1034,SKU-044,2025-09-01,11,4,29.53,6014.2,Guarapuava,PR,Sul
4656,120,SKU-084,2026-02-11,2,1,13.82,1468.5,Feira de Santana,BA,Nordeste
4657,528,SKU-009,2026-02-19,14,3,27.58,4937.01,Pelotas,RS,Sul
4658,61,SKU-104,2026-05-12,9,1,27.82,2586.86,Angra dos Reis,RJ,Sudeste
4659,183,SKU-047,2025-12-22,2,2,25.45,447.14,Uberaba,MG,Sudeste
4660,260,SKU-075,2025-05-23,15,2,8.92,5256.02,Taguatinga,DF,Centro-Oeste
4661,195,SKU-140,2025-09-21,15,1,21.56,776.75,Teixeira de Freitas,BA,Nordeste
4662,242,SKU-126,2026-02-19,11,3,25.39,243.09,Juiz de Fora,MG,Sudeste
4663,111,SKU-234,2026-01-08,10,2,18.08,182.9,Guarulhos,SP,Sudeste
4664,484,SKU-061,2025-10-17,9,1,20.41,1892.01,Passo Fundo,RS,Sul
4665,81,SKU-218,2025-04-26,14,3,30.0,1406.94,Taguatinga,DF,Centro-Oeste
4666,241,SKU-134,2026-02-20,1,4,24.33,3039.96,Osasco,SP,Sudeste
4667,362,SKU-095,2026-03-04,3,3,12.16,1082.85,Sao Paulo,SP,Sudeste
4668,997,SKU-125,2026-01-09,5,1,23.48,1657.38,Recife,PE,Nordeste
4669,346,SKU-002,2025-06-09,13,1,12.05,2448.26,Passo Fundo,RS,Sul
4670,16,SKU-037,2025-04-25,14,2,29.13,5130.12,Paranagua,PR,Sul
4671,55,SKU-212,2025-08-22,10,2,23.93,5222.9,Gravata,PE,Nordeste
4672,128,SKU-147,2025-12-02,10,3,9.73,8141.64,Olinda,PE,Nordeste
4673,102,SKU-187,2025-09-10,3,4,26.93,5211.08,Manacapuru,AM,Norte
4674,859,SKU-008,2026-04-28,13,2,28.95,4177.7,Parintins,AM,Norte
4675,1477,SKU-213,2025-12-20,11,1,23.92,1476.08,Jaboatao dos Guararapes,PE,Nordeste
4676,391,SKU-151,2026-06-03,5,1,22.99,2620.18,Manaus,AM,Norte
4677,2,SKU-054,2025-08-25,5,4,26.7,9482.48,Juazeiro do Norte,CE,Nordeste
4678,917,SKU-085,2025-05-11,3,2,19.52,2087.92,Planaltina,DF,Centro-Oeste
4679,242,SKU-060,2025-05-18,13,4,10.38,6219.0,Uberlandia,MG,Sudeste
4680,162,SKU-090,2025-09-01,10,2,14.6,5891.28,Campos dos Goytacazes,RJ,Sudeste
4681,1130,SKU-049,2025-07-10,12,4,12.61,406.4,Niteroi,RJ,Sudeste
4682,676,SKU-087,2025-03-12,13,4,5.13,2364.48,Olinda,PE,Nordeste
4683,1383,SKU-214,2025-11-29,7,1,11.74,742.87,Aguas Claras,DF,Centro-Oeste
4684,1001,SKU-002,2025-12-16,7,4,14.71,9793.04,Uberaba,MG,Sudeste
4685,248,SKU-079,2026-05-06,2,1,34.29,2316.63,Cabo Frio,RJ,Sudeste
4686,77,SKU-230,2025-05-18,2,1,18.6,1812.73,Erechim,RS,Sul
4687,524,SKU-023,2025-09-27,13,4,14.89,4574.0,Salvador,BA,Nordeste
4688,267,SKU-056,2026-03-20,8,3,34.91,8293.71,Campos dos Goytacazes,RJ,Sudeste
4689,1174,SKU-223,2026-03-07,2,3,15.66,7481.31,Recanto das Emas,DF,Centro-Oeste
4690,1333,SKU-153,2026-01-24,12,4,22.56,4307.48,Recife,PE,Nordeste
4691,60,SKU-051,2026-01-23,13,3,34.5,685.35,Recanto das Emas,DF,Centro-Oeste
4692,966,SKU-176,2025-04-17,4,3,12.03,7070.79,Ribeirao Preto,SP,Sudeste
4693,1187,SKU-065,2025-06-08,7,3,23.21,8175.9,Olinda,PE,Nordeste
4694,68,SKU-128,2026-04-25,3,4,27.92,1594.76,Maringa,PR,Sul
4695,39,SKU-220,2025-07-10,14,3,8.94,6948.12,Teresopolis,RJ,Sudeste
4696,359,SKU-250,2025-04-05,4,1,32.5,2319.39,Paranagua,PR,Sul
4697,22,SKU-084,2025-04-14,9,1,24.85,1468.5,Gama,DF,Centro-Oeste
4698,94,SKU-144,2025-12-01,3,1,20.18,77.64,Canoas,RS,Sul
4699,351,SKU-007,2025-11-02,4,3,11.22,7206.72,Feira de Santana,BA,Nordeste
4700,164,SKU-110,2025-07-26,2,3,34.89,1377.63,Angra dos Reis,RJ,Sudeste
4701,564,SKU-247,2025-03-08,5,4,11.91,6207.56,Gravatai,RS,Sul
4702,313,SKU-022,2026-01-03,15,3,30.96,3680.73,Canoas,RS,Sul
4703,626,SKU-130,2025-06-20,9,3,14.08,167.94,Iguatu,CE,Nordeste
4704,504,SKU-037,2025-05-31,10,1,16.94,2565.06,Itacoatiara,AM,Norte
4705,1347,SKU-152,2025-09-18,15,3,28.17,4656.93,Santos,SP,Sudeste
4706,408,SKU-078,2025-12-21,10,4,8.55,7221.4,Tefe,AM,Norte
4707,1369,SKU-026,2025-03-29,10,4,27.31,9598.24,Ilheus,BA,Nordeste
4708,563,SKU-028,2025-11-06,2,3,12.46,3475.5,Paulista,PE,Nordeste
4709,70,SKU-236,2026-03-21,12,1,28.6,636.16,Igarassu,PE,Nordeste
4710,139,SKU-099,2025-03-25,5,4,8.01,6555.52,Sorocaba,SP,Sudeste
4711,98,SKU-116,2025-01-21,8,4,27.57,8723.24,Novo Hamburgo,RS,Sul
4712,14,SKU-128,2025-09-23,4,4,5.12,1594.76,Gama,DF,Centro-Oeste
4713,980,SKU-045,2025-04-21,14,4,28.68,6359.08,Planaltina,DF,Centro-Oeste
4714,1,SKU-176,2026-02-02,8,4,9.21,9427.72,Aguas Claras,DF,Centro-Oeste
4715,1459,SKU-219,2025-02-23,10,3,7.67,3571.05,Olinda,PE,Nordeste
4716,67,SKU-158,2025-04-19,6,4,31.67,9130.88,Maues,AM,Norte
4717,840,SKU-240,2026-01-30,15,3,19.74,1100.13,Curitiba,PR,Sul
4718,921,SKU-030,2025-05-28,6,3,15.34,3474.48,Angra dos Reis,RJ,Sudeste
4719,172,SKU-001,2025-09-24,5,4,30.14,4893.12,Jaboatao dos Guararapes,PE,Nordeste
4720,760,SKU-139,2025-10-06,14,1,11.8,1828.39,Juazeiro do Norte,CE,Nordeste
4721,229,SKU-087,2025-10-16,10,3,18.2,1773.36,Brasilia,DF,Centro-Oeste
4722,142,SKU-067,2025-05-13,6,3,33.01,6978.3,Piracicaba,SP,Sudeste
4723,245,SKU-105,2025-02-27,9,2,20.28,656.18,Vitoria da Conquista,BA,Nordeste
4724,867,SKU-048,2025-07-14,10,1,33.22,1221.94,Uberaba,MG,Sudeste
4725,1476,SKU-125,2026-06-09,15,2,31.82,3314.76,Ponta Grossa,PR,Sul
4726,207,SKU-180,2026-01-09,7,1,31.14,962.45,Quixada,CE,Nordeste
4727,103,SKU-093,2026-06-09,3,4,26.11,1396.64,Taguatinga,DF,Centro-Oeste
4728,180,SKU-166,2025-10-04,7,2,19.63,5946.7,Caruaru,PE,Nordeste
4729,260,SKU-129,2026-05-25,6,1,7.3,561.4,Campos dos Goytacazes,RJ,Sudeste
4730,1120,SKU-248,2025-12-17,5,3,15.41,5623.77,Erechim,RS,Sul
4731,1288,SKU-207,2025-02-18,6,4,24.96,4762.64,Presidente Figueiredo,AM,Norte
4732,393,SKU-169,2025-05-12,10,3,21.14,6575.79,Porto Alegre,RS,Sul
4733,508,SKU-119,2025-06-04,8,3,14.76,413.37,Londrina,PR,Sul
4734,519,SKU-180,2025-11-03,5,2,7.55,1924.9,Ceilandia,DF,Centro-Oeste
4735,46,SKU-019,2025-12-31,7,3,14.3,1791.87,Piracicaba,SP,Sudeste
4736,335,SKU-100,2025-05-31,8,3,32.29,6687.45,Tabatinga,AM,Norte
4737,114,SKU-080,2025-01-24,15,3,9.77,4926.12,Quixada,CE,Nordeste
4738,947,SKU-052,2026-01-13,15,3,32.63,5076.63,Garanhuns,PE,Nordeste
4739,1002,SKU-209,2025-08-26,13,1,33.94,1985.24,Itapipoca,CE,Nordeste
4740,568,SKU-083,2025-03-20,13,1,22.48,2665.2,Paulista,PE,Nordeste
4741,1010,SKU-233,2025-04-11,5,3,5.69,6194.1,Contagem,MG,Sudeste
4742,1359,SKU-105,2025-04-16,12,3,26.79,984.27,Londrina,PR,Sul
4743,834,SKU-128,2025-02-21,10,2,21.91,797.38,Belo Horizonte,MG,Sudeste
4744,38,SKU-082,2025-04-01,10,2,23.55,1527.34,Santos,SP,Sudeste
4745,723,SKU-012,2025-03-07,3,1,14.12,2514.31,Paranagua,PR,Sul
4746,584,SKU-015,2025-12-22,9,3,14.66,5827.17,Passo Fundo,RS,Sul
4747,62,SKU-159,2025-01-29,8,3,23.4,7033.62,Crato,CE,Nordeste
4748,752,SKU-075,2025-11-17,3,4,32.85,10512.04,Cascavel,PR,Sul
4749,1029,SKU-060,2025-07-20,9,2,29.7,3109.5,Bento Goncalves,RS,Sul
4750,1198,SKU-227,2026-03-01,12,3,6.99,4092.81,Sao Jose dos Campos,SP,Sudeste
4751,139,SKU-052,2025-02-24,2,2,13.84,3384.42,Porto Alegre,RS,Sul
4752,281,SKU-013,2026-02-20,1,3,24.84,5942.91,Sao Jose dos Pinhais,PR,Sul
4753,70,SKU-164,2025-09-06,11,3,32.82,1815.54,Angra dos Reis,RJ,Sudeste
4754,366,SKU-227,2025-07-19,13,2,13.54,2728.54,Porto Alegre,RS,Sul
4755,755,SKU-235,2026-04-10,11,1,21.41,1982.65,Uberlandia,MG,Sudeste
4756,1093,SKU-041,2025-04-05,10,4,25.12,8234.44,Caruaru,PE,Nordeste
4757,49,SKU-057,2025-03-10,11,4,18.84,8008.76,Parintins,AM,Norte
4758,16,SKU-207,2025-01-28,9,1,9.63,1190.66,Bento Goncalves,RS,Sul
4759,98,SKU-103,2026-05-07,8,1,28.11,348.94,Montes Claros,MG,Sudeste
4760,569,SKU-082,2025-09-03,15,3,17.69,2291.01,Londrina,PR,Sul
4761,11,SKU-168,2025-07-13,9,3,13.76,4486.92,Juazeiro do Norte,CE,Nordeste
4762,243,SKU-152,2026-02-06,4,2,14.18,3104.62,Santos,SP,Sudeste
4763,393,SKU-068,2025-05-28,10,1,11.76,1698.21,Crato,CE,Nordeste
4764,13,SKU-083,2025-01-11,10,1,23.05,2665.2,Sao Jose dos Campos,SP,Sudeste
4765,696,SKU-197,2026-05-06,4,2,20.64,1745.16,Serra Talhada,PE,Nordeste
4766,581,SKU-061,2025-04-02,4,1,16.49,1892.01,Maracanau,CE,Nordeste
4767,78,SKU-134,2025-07-08,13,4,16.52,3039.96,Itabuna,BA,Nordeste
4768,143,SKU-172,2025-02-23,7,2,25.77,3587.48,Aguas Claras,DF,Centro-Oeste
4769,422,SKU-148,2025-06-25,6,2,33.89,2823.32,Camacari,BA,Nordeste
4770,799,SKU-190,2025-07-06,11,1,7.2,1728.83,Volta Redonda,RJ,Sudeste
4771,157,SKU-199,2025-11-12,8,3,19.74,5912.58,Belo Horizonte,MG,Sudeste
4772,122,SKU-094,2025-04-18,3,4,5.42,8278.28,Pelotas,RS,Sul
4773,21,SKU-167,2026-04-08,3,4,14.85,5854.04,Brasilia,DF,Centro-Oeste
4774,191,SKU-065,2025-09-04,1,1,5.78,2725.3,Pelotas,RS,Sul
4775,729,SKU-028,2025-02-23,13,2,24.2,2317.0,Pocos de Caldas,MG,Sudeste
4776,11,SKU-039,2026-04-10,6,2,22.86,2923.94,Crato,CE,Nordeste
4777,1180,SKU-030,2025-06-09,8,4,11.44,4632.64,Sao Paulo,SP,Sudeste
4778,883,SKU-110,2025-08-05,6,2,26.06,918.42,Juiz de Fora,MG,Sudeste
4779,22,SKU-100,2026-03-16,3,4,30.07,8916.6,Recanto das Emas,DF,Centro-Oeste
4780,27,SKU-043,2026-05-16,4,3,17.54,1266.12,Nova Iguacu,RJ,Sudeste
4781,150,SKU-148,2025-12-22,15,2,24.17,2823.32,Porto Seguro,BA,Nordeste
4782,197,SKU-041,2025-03-07,1,2,22.94,4117.22,Lauro de Freitas,BA,Nordeste
4783,525,SKU-188,2025-11-08,6,3,7.25,108.6,Paranagua,PR,Sul
4784,1270,SKU-195,2026-03-26,15,4,30.38,891.52,Caninde,CE,Nordeste
4785,768,SKU-211,2025-06-29,6,3,33.84,2894.76,Colombo,PR,Sul
4786,457,SKU-233,2025-11-16,15,4,18.11,8258.8,Gama,DF,Centro-Oeste
4787,674,SKU-174,2026-05-24,9,4,26.69,11676.4,Feira de Santana,BA,Nordeste
4788,262,SKU-094,2025-02-23,15,4,18.92,8278.28,Aguas Claras,DF,Centro-Oeste
4789,129,SKU-087,2025-03-10,10,1,16.22,591.12,Sorocaba,SP,Sudeste
4790,35,SKU-216,2025-12-06,14,4,20.09,4405.44,Ribeirao Preto,SP,Sudeste
4791,49,SKU-068,2026-01-22,1,4,23.52,6792.84,Osasco,SP,Sudeste
4792,935,SKU-077,2026-02-11,9,4,30.18,9929.72,Caruaru,PE,Nordeste
4793,756,SKU-210,2025-07-07,7,3,5.95,1274.16,Londrina,PR,Sul
4794,38,SKU-119,2025-12-05,11,1,30.77,137.79,Belo Horizonte,MG,Sudeste
4795,580,SKU-047,2025-12-09,1,2,8.3,447.14,Bento Goncalves,RS,Sul
4796,54,SKU-210,2025-10-16,15,3,26.0,1274.16,Olinda,PE,Nordeste
4797,378,SKU-063,2025-11-28,8,1,31.61,2615.89,Colombo,PR,Sul
4798,115,SKU-219,2026-04-28,11,1,14.45,1190.35,Petropolis,RJ,Sudeste
4799,549,SKU-085,2025-10-10,4,3,27.61,3131.88,Presidente Figueiredo,AM,Norte
4800,811,SKU-140,2025-11-17,9,2,31.93,1553.5,Gravatai,RS,Sul
4801,1126,SKU-076,2025-03-10,15,4,22.71,10897.76,Gravatai,RS,Sul
4802,881,SKU-166,2025-12-14,2,2,9.0,5946.7,Crato,CE,Nordeste
4803,32,SKU-002,2025-02-15,13,1,21.45,2448.26,Sobral,CE,Nordeste
4804,510,SKU-064,2025-03-06,4,1,7.39,2187.69,Aguas Claras,DF,Centro-Oeste
4805,76,SKU-218,2025-01-27,11,1,32.88,468.98,Sorocaba,SP,Sudeste
4806,1,SKU-173,2025-11-26,11,4,24.05,5862.76,Teresopolis,RJ,Sudeste
4807,321,SKU-167,2025-10-03,8,1,5.84,1463.51,Lauro de Freitas,BA,Nordeste
4808,215,SKU-134,2025-08-01,10,3,32.33,2279.97,Foz do Iguacu,PR,Sul
4809,823,SKU-044,2025-04-02,11,1,26.48,1503.55,Belo Horizonte,MG,Sudeste
4810,403,SKU-076,2025-04-02,5,2,21.36,5448.88,Paulista,PE,Nordeste
4811,502,SKU-214,2026-04-22,12,4,10.22,2971.48,Salvador,BA,Nordeste
4812,223,SKU-031,2025-12-09,8,1,23.19,988.93,Samambaia,DF,Centro-Oeste
4813,218,SKU-115,2026-04-23,7,1,34.47,1727.82,Itapipoca,CE,Nordeste
4814,661,SKU-008,2026-02-16,5,1,32.25,2088.85,Serra Talhada,PE,Nordeste
4815,25,SKU-195,2026-01-09,13,1,10.16,222.88,Coari,AM,Norte
4816,1122,SKU-053,2026-01-24,14,3,34.35,6742.59,Lauro de Freitas,BA,Nordeste
4817,213,SKU-249,2025-06-13,10,4,18.89,2813.8,Sao Bernardo do Campo,SP,Sudeste
4818,589,SKU-034,2025-05-20,7,4,22.97,6084.64,Volta Redonda,RJ,Sudeste
4819,490,SKU-172,2025-09-15,11,1,18.05,1793.74,Osasco,SP,Sudeste
4820,56,SKU-109,2025-05-08,14,1,5.32,1537.45,Gravatai,RS,Sul
4821,13,SKU-036,2025-01-28,10,3,15.96,1138.44,Aguas Claras,DF,Centro-Oeste
4822,24,SKU-244,2026-04-26,15,2,26.12,1024.02,Planaltina,DF,Centro-Oeste
4823,66,SKU-089,2026-03-10,14,2,11.14,3430.68,Lauro de Freitas,BA,Nordeste
4824,407,SKU-185,2025-10-03,15,1,12.28,502.8,Maues,AM,Norte
4825,761,SKU-128,2025-01-03,2,1,21.83,398.69,Niteroi,RJ,Sudeste
4826,791,SKU-060,2026-04-30,4,3,31.32,4664.25,Contagem,MG,Sudeste
4827,18,SKU-061,2025-06-20,11,3,7.45,5676.03,Fortaleza,CE,Nordeste
4828,339,SKU-195,2025-04-11,7,2,19.69,445.76,Itapipoca,CE,Nordeste
4829,97,SKU-191,2026-06-07,14,4,27.78,1307.64,Brasilia,DF,Centro-Oeste
4830,409,SKU-018,2025-07-16,3,2,10.18,4549.46,Osasco,SP,Sudeste
4831,58,SKU-014,2025-11-09,2,3,20.57,3725.28,Gravatai,RS,Sul
4832,561,SKU-132,2025-04-11,8,4,31.42,1723.2,Gama,DF,Centro-Oeste
4833,25,SKU-195,2025-02-05,10,3,34.17,668.64,Lauro de Freitas,BA,Nordeste
4834,2,SKU-181,2025-07-10,8,3,9.92,3940.62,Londrina,PR,Sul
4835,6,SKU-032,2025-08-17,4,1,12.16,1852.74,Sobral,CE,Nordeste
4836,111,SKU-058,2025-03-02,3,3,27.17,3545.82,Itapipoca,CE,Nordeste
4837,178,SKU-207,2025-04-04,9,4,11.7,4762.64,Gravatai,RS,Sul
4838,26,SKU-105,2026-05-28,11,2,27.8,656.18,Campinas,SP,Sudeste
4839,1164,SKU-220,2025-06-09,5,4,23.49,9264.16,Tabatinga,AM,Norte
4840,259,SKU-021,2025-04-05,7,4,33.59,5496.88,Sao Paulo,SP,Sudeste
4841,49,SKU-132,2025-05-21,8,1,29.7,430.8,Curitiba,PR,Sul
4842,1066,SKU-169,2026-01-22,7,4,13.53,8767.72,Itabuna,BA,Nordeste
4843,43,SKU-148,2025-05-11,1,1,27.69,1411.66,Gravatai,RS,Sul
4844,614,SKU-026,2025-04-18,9,2,13.13,4799.12,Aguas Claras,DF,Centro-Oeste
4845,1272,SKU-226,2025-12-01,14,1,22.7,818.14,Ceilandia,DF,Centro-Oeste
4846,1030,SKU-074,2026-06-05,12,3,15.68,4696.44,Planaltina,DF,Centro-Oeste
4847,543,SKU-037,2025-12-27,5,3,18.99,7695.18,Belo Horizonte,MG,Sudeste
4848,374,SKU-202,2025-11-10,7,2,25.37,3550.84,Crato,CE,Nordeste
4849,90,SKU-066,2025-01-02,14,3,29.4,7858.38,Feira de Santana,BA,Nordeste
4850,132,SKU-067,2025-11-09,5,4,25.81,9304.4,Teixeira de Freitas,BA,Nordeste
4851,415,SKU-205,2025-10-27,13,3,9.8,1182.54,Pocos de Caldas,MG,Sudeste
4852,406,SKU-171,2026-02-08,10,3,16.37,6014.64,Osasco,SP,Sudeste
4853,89,SKU-007,2025-09-14,5,2,34.44,4804.48,Caninde,CE,Nordeste
4854,44,SKU-061,2025-04-11,8,2,28.31,3784.02,Recanto das Emas,DF,Centro-Oeste
4855,187,SKU-135,2025-08-13,12,2,19.63,3862.4,Juazeiro do Norte,CE,Nordeste
4856,916,SKU-113,2025-05-05,5,3,12.54,5439.87,Juiz de Fora,MG,Sudeste
4857,26,SKU-082,2025-01-02,13,2,30.55,1527.34,Santa Maria,RS,Sul
4858,20,SKU-074,2026-05-02,1,2,10.41,3130.96,Juazeiro do Norte,CE,Nordeste
4859,311,SKU-234,2025-03-12,11,4,15.37,365.8,Fortaleza,CE,Nordeste
4860,7,SKU-110,2025-08-30,11,2,12.04,918.42,Sobradinho,DF,Centro-Oeste
4861,603,SKU-232,2026-05-17,2,4,11.29,6781.76,Vitoria da Conquista,BA,Nordeste
4862,1478,SKU-136,2025-12-16,6,2,34.03,63.4,Crato,CE,Nordeste
4863,711,SKU-140,2025-07-03,9,4,33.33,3107.0,Uberlandia,MG,Sudeste
4864,560,SKU-205,2026-01-14,6,1,26.82,394.18,Autazes,AM,Norte
4865,889,SKU-145,2025-04-06,5,1,32.36,2599.64,Recanto das Emas,DF,Centro-Oeste
4866,58,SKU-031,2026-05-24,5,2,13.56,1977.86,Sao Bernardo do Campo,SP,Sudeste
4867,63,SKU-169,2025-11-23,4,3,10.64,6575.79,Ponta Grossa,PR,Sul
4868,133,SKU-174,2026-04-10,11,1,28.06,2919.1,Juazeiro do Norte,CE,Nordeste
4869,1,SKU-013,2025-08-09,14,2,13.73,3961.94,Ponta Grossa,PR,Sul
4870,603,SKU-198,2025-02-02,4,1,23.39,1433.8,Angra dos Reis,RJ,Sudeste
4871,25,SKU-050,2025-08-15,11,2,13.8,3979.58,Porto Alegre,RS,Sul
4872,413,SKU-204,2026-05-25,4,2,14.17,1960.5,Caninde,CE,Nordeste
